user_id,signup_date,group,activated,weekly_usage,retained_4w,paid,revenue,,,,,,
7978,00:08.7,treatment,0,1,1,0,0,,,,,,
7979,00:08.7,control,0,1,0,0,0,,,,,,
7980,00:08.7,control,1,5,0,0,0,,,,,,
7981,00:08.7,treatment,0,3,1,0,0,,,,,,
7982,00:08.7,treatment,1,9,0,0,0,,,,,,
7983,00:08.7,treatment,1,4,0,0,0,,,,,,
7984,00:08.7,treatment,0,1,0,0,0,,,,,,
7985,00:08.7,control,1,4,0,1,11.10882444,,,,,,
7986,00:08.7,control,0,4,0,0,0,,,,,,
7987,00:08.7,control,0,2,0,0,0,,,,,,
7988,00:08.7,treatment,1,7,1,1,10.57402671,,,,,,
7989,00:08.7,control,1,4,0,0,0,,,,,,
7990,00:08.7,control,0,2,0,0,0,,,,,,
7991,00:08.7,control,0,3,0,0,0,,,,,,
7992,00:08.7,control,1,8,0,0,0,,,,,,
7993,00:08.7,treatment,0,1,0,0,0,,,,,,
7994,00:08.7,control,1,6,0,0,0,,,,,,
7995,00:08.7,control,0,3,0,0,0,,,,,,
7996,00:08.7,control,0,1,0,0,0,,,,,,
7997,00:08.7,control,0,0,0,0,0,,,,,,
7998,00:08.7,treatment,0,2,0,0,0,,,,,,
7999,00:08.7,treatment,0,2,1,0,0,,,,,,
8000,00:08.7,control,0,1,1,0,0,,,,,,
8001,00:08.7,treatment,1,5,1,0,0,,,,,,
8002,00:08.7,treatment,1,8,0,0,0,,,,,,
8003,00:08.7,treatment,0,0,1,0,0,,,,,,
8004,00:08.7,treatment,1,1,0,0,0,,,,,,
8005,00:08.7,control,1,2,0,0,0,,,,,,
8006,00:08.7,treatment,0,1,0,0,0,,,,,,
8007,00:08.7,treatment,1,3,0,0,0,,,,,,
8008,00:08.7,control,1,11,0,0,0,,,,,,
8009,00:08.7,control,1,8,1,1,10.86923319,,,,,,
8010,00:08.7,control,1,3,0,1,10.53341787,,,,,,
8011,00:08.7,control,1,6,0,0,0,,,,,,
8012,00:08.7,treatment,1,6,1,0,0,,,,,,
8013,00:08.7,control,0,0,0,0,0,,,,,,
8014,00:08.7,treatment,0,0,0,0,0,,,,,,
8015,00:08.7,treatment,0,1,1,0,0,,,,,,
8016,00:08.7,control,1,3,0,0,0,,,,,,
8017,00:08.7,control,0,2,0,0,0,,,,,,
8018,00:08.7,treatment,0,0,1,0,0,,,,,,
8019,00:08.7,treatment,1,4,0,0,0,,,,,,
8020,00:08.7,control,1,6,0,0,0,,,,,,
8021,00:08.7,control,0,1,0,0,0,,,,,,
8022,00:08.7,control,0,3,1,1,10.74915431,,,,,,
8023,00:08.7,treatment,1,6,0,0,0,,,,,,
8024,00:08.7,treatment,0,0,0,0,0,,,,,,
8025,00:08.7,control,0,0,0,0,0,,,,,,
8026,00:08.7,treatment,1,3,1,0,0,,,,,,
8027,00:08.7,control,0,1,1,0,0,,,,,,
8028,00:08.7,treatment,1,9,0,0,0,,,,,,
8029,00:08.7,treatment,0,2,1,0,0,,,,,,
8030,00:08.7,control,0,1,0,0,0,,,,,,
8031,00:08.7,control,0,1,0,0,0,,,,,,
8032,00:08.7,control,1,4,0,0,0,,,,,,
8033,00:08.7,treatment,0,1,0,0,0,,,,,,
8034,00:08.7,treatment,0,0,1,0,0,,,,,,
8035,00:08.7,control,1,4,1,0,0,,,,,,
8036,00:08.7,treatment,0,0,1,0,0,,,,,,
8037,00:08.7,control,0,1,0,0,0,,,,,,
8038,00:08.7,treatment,0,1,0,0,0,,,,,,
8039,00:08.7,control,1,3,0,1,13.99761562,,,,,,
8040,00:08.7,treatment,0,1,1,0,0,,,,,,
8041,00:08.7,treatment,0,0,0,0,0,,,,,,
8042,00:08.7,treatment,0,0,1,0,0,,,,,,
8043,00:08.7,treatment,1,4,1,0,0,,,,,,
8044,00:08.7,control,0,2,0,0,0,,,,,,
8045,00:08.7,treatment,0,2,0,0,0,,,,,,
8046,00:08.7,control,1,4,0,0,0,,,,,,
8047,00:08.7,control,0,1,1,0,0,,,,,,
8048,00:08.7,control,1,2,1,1,7.705299262,,,,,,
8049,00:08.7,control,1,5,1,1,9.20574167,,,,,,
8050,00:08.7,treatment,1,6,0,0,0,,,,,,
8051,00:08.7,control,1,5,0,0,0,,,,,,
8052,00:08.7,treatment,0,0,0,0,0,,,,,,
8053,00:08.7,treatment,1,8,0,0,0,,,,,,
8054,00:08.7,treatment,0,2,0,0,0,,,,,,
8055,00:08.7,treatment,1,5,0,1,11.80217473,,,,,,
8056,00:08.7,control,0,2,1,0,0,,,,,,
8057,00:08.7,treatment,1,9,0,0,0,,,,,,
8058,00:08.7,control,1,2,0,0,0,,,,,,
8059,00:08.7,treatment,1,4,0,0,0,,,,,,
8060,00:08.7,treatment,1,4,1,0,0,,,,,,
8061,00:08.7,control,1,9,0,0,0,,,,,,
8062,00:08.7,treatment,1,7,1,1,9.72864311,,,,,,
8063,00:08.7,treatment,0,1,0,0,0,,,,,,
8064,00:08.7,treatment,0,2,1,0,0,,,,,,
8065,00:08.7,treatment,0,0,1,0,0,,,,,,
8066,00:08.7,treatment,0,2,0,0,0,,,,,,
8067,00:08.7,control,0,0,1,0,0,,,,,,
8068,00:08.7,treatment,1,5,0,1,9.254499422,,,,,,
8069,00:08.7,treatment,0,1,0,0,0,,,,,,
8070,00:08.7,control,1,3,1,1,14.56221607,,,,,,
8071,00:08.7,treatment,1,2,1,0,0,,,,,,
8072,00:08.7,control,1,4,0,0,0,,,,,,
8073,00:08.7,treatment,1,6,0,0,0,,,,,,
8074,00:08.7,treatment,0,3,0,0,0,,,,,,
8075,00:08.7,control,1,5,1,0,0,,,,,,
8076,00:08.7,treatment,0,0,0,0,0,,,,,,
8077,00:08.7,treatment,0,1,0,0,0,,,,,,
8078,00:08.7,control,1,2,0,0,0,,,,,,
8079,00:08.7,control,0,2,1,0,0,,,,,,
8080,00:08.7,treatment,0,1,1,0,0,,,,,,
8081,00:08.7,control,1,4,1,0,0,,,,,,
8082,00:08.7,treatment,0,2,1,0,0,,,,,,
8083,00:08.7,control,1,6,1,0,0,,,,,,
8084,00:08.7,treatment,1,5,0,0,0,,,,,,
8085,00:08.7,control,1,6,1,0,0,,,,,,
8086,00:08.7,control,1,3,1,0,0,,,,,,
8087,00:08.7,control,0,0,1,1,8.260555297,,,,,,
8088,00:08.7,control,0,0,0,0,0,,,,,,
8089,00:08.7,control,1,6,1,0,0,,,,,,
8090,00:08.7,control,0,0,0,0,0,,,,,,
8091,00:08.7,control,0,0,1,0,0,,,,,,
8092,00:08.7,control,0,1,0,0,0,,,,,,
8093,00:08.7,control,1,5,0,1,9.7340938,,,,,,
8094,00:08.7,treatment,0,0,1,0,0,,,,,,
8095,00:08.7,control,0,1,1,0,0,,,,,,
8096,00:08.7,treatment,0,3,1,0,0,,,,,,
8097,00:08.7,control,1,3,1,0,0,,,,,,
8098,00:08.7,treatment,1,7,0,1,10.74609712,,,,,,
8099,00:08.7,treatment,1,2,0,0,0,,,,,,
8100,00:08.7,control,1,4,1,1,10.8942378,,,,,,
8101,00:08.7,control,0,2,0,0,0,,,,,,
8102,00:08.7,treatment,0,2,0,0,0,,,,,,
8103,00:08.7,treatment,1,6,0,0,0,,,,,,
8104,00:08.7,control,0,0,0,0,0,,,,,,
8105,00:08.7,control,1,5,0,0,0,,,,,,
8106,00:08.7,control,0,2,0,0,0,,,,,,
8107,00:08.7,treatment,0,1,0,0,0,,,,,,
8108,00:08.7,control,0,1,1,0,0,,,,,,
8109,00:08.7,control,0,1,0,0,0,,,,,,
8110,00:08.7,control,0,0,1,0,0,,,,,,
8111,00:08.7,control,0,1,1,0,0,,,,,,
8112,00:08.7,control,0,1,1,0,0,,,,,,
8113,00:08.7,treatment,1,4,0,0,0,,,,,,
8114,00:08.7,treatment,0,1,0,0,0,,,,,,
8115,00:08.7,control,1,5,1,0,0,,,,,,
8116,00:08.7,control,0,0,0,0,0,,,,,,
8117,00:08.7,treatment,0,0,0,0,0,,,,,,
8118,00:08.7,control,0,1,1,0,0,,,,,,
8119,00:08.7,treatment,1,6,1,0,0,,,,,,
8120,00:08.7,control,1,4,1,0,0,,,,,,
8121,00:08.7,treatment,1,6,1,0,0,,,,,,
8122,00:08.7,treatment,1,5,0,0,0,,,,,,
8123,00:08.7,control,0,0,1,0,0,,,,,,
8124,00:08.7,treatment,0,0,1,1,9.851036707,,,,,,
8125,00:08.7,control,1,6,0,0,0,,,,,,
8126,00:08.7,treatment,1,1,0,0,0,,,,,,
8127,00:08.7,control,0,1,0,0,0,,,,,,
8128,00:08.7,control,1,3,1,0,0,,,,,,
8129,00:08.7,control,1,3,0,0,0,,,,,,
8130,00:08.7,treatment,1,8,1,0,0,,,,,,
8131,00:08.7,control,0,2,1,0,0,,,,,,
8132,00:08.7,control,0,1,0,0,0,,,,,,
8133,00:08.7,control,1,3,1,0,0,,,,,,
8134,00:08.7,treatment,0,2,1,0,0,,,,,,
8135,00:08.7,control,0,2,1,0,0,,,,,,
8136,00:08.7,treatment,1,3,0,0,0,,,,,,
8137,00:08.7,treatment,0,0,0,0,0,,,,,,
8138,00:08.7,treatment,0,1,0,0,0,,,,,,
8139,00:08.7,control,1,2,1,0,0,,,,,,
8140,00:08.7,control,0,2,1,0,0,,,,,,
8141,00:08.7,treatment,0,0,0,0,0,,,,,,
8142,00:08.7,control,1,9,0,1,10.73208579,,,,,,
8143,00:08.7,control,0,1,1,0,0,,,,,,
8144,00:08.7,treatment,0,1,1,0,0,,,,,,
8145,00:08.7,treatment,0,0,1,0,0,,,,,,
8146,00:08.7,control,1,6,0,0,0,,,,,,
8147,00:08.7,treatment,1,5,0,0,0,,,,,,
8148,00:08.7,control,0,2,0,0,0,,,,,,
8149,00:08.7,treatment,1,1,0,1,8.346122615,,,,,,
8150,00:08.7,control,0,0,1,0,0,,,,,,
8151,00:08.7,control,1,7,1,0,0,,,,,,
8152,00:08.7,treatment,1,3,1,1,10.52854491,,,,,,
8153,00:08.7,control,1,5,0,0,0,,,,,,
8154,00:08.7,control,0,0,1,0,0,,,,,,
8155,00:08.7,treatment,1,4,0,0,0,,,,,,
8156,00:08.7,control,1,9,0,0,0,,,,,,
8157,00:08.7,control,1,4,1,1,6.281578409,,,,,,
8158,00:08.7,control,1,3,0,0,0,,,,,,
8159,00:08.7,treatment,0,1,0,0,0,,,,,,
8160,00:08.7,treatment,1,7,0,1,9.96682586,,,,,,
8161,00:08.7,treatment,1,3,1,1,12.21177762,,,,,,
8162,00:08.7,treatment,1,4,0,0,0,,,,,,
8163,00:08.7,treatment,0,1,0,0,0,,,,,,
8164,00:08.7,control,0,1,0,0,0,,,,,,
8165,00:08.7,control,1,7,0,0,0,,,,,,
8166,00:08.7,control,0,2,1,0,0,,,,,,
8167,00:08.7,treatment,0,0,0,0,0,,,,,,
8168,00:08.7,control,1,6,1,0,0,,,,,,
8169,00:08.7,treatment,1,6,0,0,0,,,,,,
8170,00:08.7,control,1,2,0,0,0,,,,,,
8171,00:08.7,treatment,1,5,0,1,14.8171112,,,,,,
8172,00:08.7,control,0,3,0,0,0,,,,,,
8173,00:08.7,control,1,7,0,0,0,,,,,,
8174,00:08.7,treatment,1,10,0,0,0,,,,,,
8175,00:08.7,control,1,0,0,0,0,,,,,,
8176,00:08.7,control,1,8,0,0,0,,,,,,
8177,00:08.7,treatment,0,0,0,0,0,,,,,,
8178,00:08.7,control,0,0,0,0,0,,,,,,
8179,00:08.7,control,1,5,0,0,0,,,,,,
8180,00:08.7,treatment,1,6,0,1,9.757410225,,,,,,
8181,00:08.7,treatment,1,7,0,0,0,,,,,,
8182,00:08.7,treatment,1,5,0,0,0,,,,,,
8183,00:08.7,treatment,1,2,0,0,0,,,,,,
8184,00:08.7,treatment,1,4,1,0,0,,,,,,
8185,00:08.7,control,0,0,0,0,0,,,,,,
8186,00:08.7,treatment,0,1,0,0,0,,,,,,
8187,00:08.7,treatment,1,3,0,0,0,,,,,,
8188,00:08.7,control,1,7,0,0,0,,,,,,
8189,00:08.7,control,0,1,0,1,13.25053928,,,,,,
8190,00:08.7,control,0,2,0,0,0,,,,,,
8191,00:08.7,control,1,12,0,0,0,,,,,,
8192,00:08.7,control,1,7,1,1,14.84375995,,,,,,
8193,00:08.7,treatment,1,3,0,0,0,,,,,,
8194,00:08.7,control,0,0,0,0,0,,,,,,
8195,00:08.7,treatment,1,3,0,0,0,,,,,,
8196,00:08.7,control,0,0,0,1,9.645286184,,,,,,
8197,00:08.7,treatment,0,1,0,0,0,,,,,,
8198,00:08.7,control,1,6,1,0,0,,,,,,
8199,00:08.7,treatment,1,13,1,0,0,,,,,,
8200,00:08.7,treatment,0,1,0,0,0,,,,,,
8201,00:08.7,treatment,1,4,0,0,0,,,,,,
8202,00:08.7,treatment,0,2,1,0,0,,,,,,
8203,00:08.7,treatment,0,3,1,0,0,,,,,,
8204,00:08.7,treatment,0,1,0,0,0,,,,,,
8205,00:08.7,treatment,1,4,0,0,0,,,,,,
8206,00:08.7,treatment,0,1,0,0,0,,,,,,
8207,00:08.7,treatment,1,6,0,0,0,,,,,,
8208,00:08.7,treatment,0,0,1,0,0,,,,,,
8209,00:08.7,control,0,0,0,0,0,,,,,,
8210,00:08.7,treatment,1,5,0,0,0,,,,,,
8211,00:08.7,treatment,0,2,1,0,0,,,,,,
8212,00:08.7,control,0,1,1,0,0,,,,,,
8213,00:08.7,treatment,0,0,1,0,0,,,,,,
8214,00:08.7,treatment,0,2,1,1,9.585260769,,,,,,
8215,00:08.7,control,1,11,0,0,0,,,,,,
8216,00:08.7,control,0,1,1,0,0,,,,,,
8217,00:08.7,treatment,1,6,0,0,0,,,,,,
8218,00:08.7,control,1,4,1,0,0,,,,,,
8219,00:08.7,treatment,1,3,1,1,7.291998869,,,,,,
8220,00:08.7,treatment,0,0,1,0,0,,,,,,
8221,00:08.7,treatment,0,0,1,0,0,,,,,,
8222,00:08.7,control,1,10,0,0,0,,,,,,
8223,00:08.7,treatment,0,0,0,0,0,,,,,,
8224,00:08.7,treatment,0,1,0,0,0,,,,,,
8225,00:08.7,control,0,3,0,0,0,,,,,,
8226,00:08.7,treatment,1,6,0,0,0,,,,,,
8227,00:08.7,treatment,1,6,1,1,13.60428512,,,,,,
8228,00:08.7,treatment,0,0,0,0,0,,,,,,
8229,00:08.7,treatment,0,0,0,0,0,,,,,,
8230,00:08.7,treatment,0,1,0,0,0,,,,,,
8231,00:08.7,treatment,0,0,1,0,0,,,,,,
8232,00:08.7,control,1,2,0,0,0,,,,,,
8233,00:08.7,treatment,1,4,0,0,0,,,,,,
8234,00:08.7,treatment,1,9,0,0,0,,,,,,
8235,00:08.7,control,0,1,1,0,0,,,,,,
8236,00:08.7,treatment,0,0,1,1,13.38256834,,,,,,
8237,00:08.7,treatment,1,9,1,0,0,,,,,,
8238,00:08.7,control,1,3,0,0,0,,,,,,
8239,00:08.7,control,1,5,0,0,0,,,,,,
8240,00:08.7,control,0,0,1,0,0,,,,,,
8241,00:08.7,control,0,2,0,0,0,,,,,,
8242,00:08.7,control,0,1,1,0,0,,,,,,
8243,00:08.7,control,0,1,1,0,0,,,,,,
8244,00:08.7,control,1,1,0,0,0,,,,,,
8245,00:08.7,treatment,1,6,0,0,0,,,,,,
8246,00:08.7,treatment,0,0,0,0,0,,,,,,
8247,00:08.7,treatment,0,1,1,1,10.1865011,,,,,,
8248,00:08.7,control,0,1,1,1,10.36467039,,,,,,
8249,00:08.7,treatment,0,0,0,0,0,,,,,,
8250,00:08.7,control,1,5,1,0,0,,,,,,
8251,00:08.7,treatment,0,2,0,0,0,,,,,,
8252,00:08.7,treatment,1,7,0,0,0,,,,,,
8253,00:08.7,treatment,1,3,0,0,0,,,,,,
8254,00:08.7,treatment,1,5,0,0,0,,,,,,
8255,00:08.7,control,0,2,1,0,0,,,,,,
8256,00:08.7,control,1,4,0,0,0,,,,,,
8257,00:08.7,treatment,0,3,0,0,0,,,,,,
8258,00:08.7,control,1,2,0,0,0,,,,,,
8259,00:08.7,control,0,2,1,0,0,,,,,,
8260,00:08.7,treatment,1,3,1,0,0,,,,,,
8261,00:08.7,control,1,6,0,0,0,,,,,,
8262,00:08.7,control,0,0,0,0,0,,,,,,
8263,00:08.7,control,0,0,1,0,0,,,,,,
8264,00:08.7,control,1,5,0,0,0,,,,,,
8265,00:08.7,treatment,1,3,1,1,10.88608773,,,,,,
8266,00:08.7,treatment,0,0,0,0,0,,,,,,
8267,00:08.7,control,0,1,0,0,0,,,,,,
8268,00:08.7,treatment,0,2,0,0,0,,,,,,
8269,00:08.7,treatment,0,2,0,0,0,,,,,,
8270,00:08.7,treatment,1,5,0,0,0,,,,,,
8271,00:08.7,control,1,5,0,0,0,,,,,,
8272,00:08.7,control,1,4,0,0,0,,,,,,
8273,00:08.7,treatment,0,1,0,1,5.931001535,,,,,,
8274,00:08.7,treatment,1,5,1,0,0,,,,,,
8275,00:08.7,control,1,7,1,0,0,,,,,,
8276,00:08.7,treatment,1,7,1,1,10.17969781,,,,,,
8277,00:08.7,control,1,6,0,1,11.33253493,,,,,,
8278,00:08.7,treatment,0,4,0,0,0,,,,,,
8279,00:08.7,control,0,1,1,0,0,,,,,,
8280,00:08.7,control,1,5,0,1,13.54497868,,,,,,
8281,00:08.7,control,0,0,0,0,0,,,,,,
8282,00:08.7,control,0,1,0,0,0,,,,,,
8283,00:08.7,treatment,0,1,0,0,0,,,,,,
8284,00:08.7,control,1,3,1,0,0,,,,,,
8285,00:08.7,treatment,1,4,1,0,0,,,,,,
8286,00:08.7,control,0,0,1,0,0,,,,,,
8287,00:08.7,control,1,1,0,0,0,,,,,,
8288,00:08.7,treatment,0,2,0,0,0,,,,,,
8289,00:08.7,treatment,1,3,0,1,12.36226653,,,,,,
8290,00:08.7,treatment,1,4,1,0,0,,,,,,
8291,00:08.7,control,1,8,0,0,0,,,,,,
8292,00:08.7,control,1,6,1,0,0,,,,,,
8293,00:08.7,treatment,0,0,0,0,0,,,,,,
8294,00:08.7,control,0,2,1,0,0,,,,,,
8295,00:08.7,treatment,0,1,1,0,0,,,,,,
8296,00:08.7,control,1,7,1,0,0,,,,,,
8297,00:08.7,control,0,1,1,1,11.93906864,,,,,,
8298,00:08.7,control,1,5,1,0,0,,,,,,
8299,00:08.7,treatment,0,2,0,0,0,,,,,,
8300,00:08.7,control,0,1,0,0,0,,,,,,
8301,00:08.7,treatment,0,2,0,0,0,,,,,,
8302,00:08.7,treatment,0,0,0,0,0,,,,,,
8303,00:08.7,control,1,4,0,0,0,,,,,,
8304,00:08.7,treatment,0,5,1,0,0,,,,,,
8305,00:08.7,treatment,1,4,1,0,0,,,,,,
8306,00:08.7,control,0,1,0,0,0,,,,,,
8307,00:08.7,treatment,0,0,1,0,0,,,,,,
8308,00:08.7,treatment,1,4,0,0,0,,,,,,
8309,00:08.7,control,0,1,1,0,0,,,,,,
8310,00:08.7,control,1,4,1,0,0,,,,,,
8311,00:08.7,control,0,2,1,0,0,,,,,,
8312,00:08.7,treatment,0,1,0,1,12.91896586,,,,,,
8313,00:08.7,treatment,1,5,0,0,0,,,,,,
8314,00:08.7,control,0,0,0,0,0,,,,,,
8315,00:08.7,treatment,0,2,0,0,0,,,,,,
8316,00:08.7,control,1,3,1,1,11.79288425,,,,,,
8317,00:08.7,control,1,1,1,0,0,,,,,,
8318,00:08.7,control,1,6,0,0,0,,,,,,
8319,00:08.7,treatment,0,0,1,0,0,,,,,,
8320,00:08.7,treatment,0,1,1,1,14.02151666,,,,,,
8321,00:08.7,control,1,5,0,0,0,,,,,,
8322,00:08.7,control,1,7,0,0,0,,,,,,
8323,00:08.7,treatment,1,3,1,0,0,,,,,,
8324,00:08.7,control,1,6,0,1,8.678474099,,,,,,
8325,00:08.7,treatment,1,1,0,0,0,,,,,,
8326,00:08.7,control,1,4,1,1,9.270996152,,,,,,
8327,00:08.7,control,0,0,0,0,0,,,,,,
8328,00:08.7,treatment,1,4,0,0,0,,,,,,
8329,00:08.7,treatment,0,1,0,0,0,,,,,,
8330,00:08.7,treatment,0,2,1,0,0,,,,,,
8331,00:08.7,treatment,0,1,0,0,0,,,,,,
8332,00:08.7,treatment,0,1,0,0,0,,,,,,
8333,00:08.7,control,0,0,0,0,0,,,,,,
8334,00:08.7,control,1,8,1,1,9.080895593,,,,,,
8335,00:08.7,treatment,1,5,0,0,0,,,,,,
8336,00:08.7,treatment,0,1,0,0,0,,,,,,
8337,00:08.7,control,0,1,1,0,0,,,,,,
8338,00:08.7,control,1,6,0,0,0,,,,,,
8339,00:08.7,treatment,0,0,0,0,0,,,,,,
8340,00:08.7,treatment,0,2,0,1,10.0464727,,,,,,
8341,00:08.7,control,1,3,0,0,0,,,,,,
8342,00:08.7,treatment,0,1,1,0,0,,,,,,
8343,00:08.7,control,0,0,0,0,0,,,,,,
8344,00:08.7,control,1,4,0,0,0,,,,,,
8345,00:08.7,treatment,0,1,0,0,0,,,,,,
8346,00:08.7,control,0,0,1,1,6.792511935,,,,,,
8347,00:08.7,control,0,0,1,1,10.74858858,,,,,,
8348,00:08.7,control,0,1,1,0,0,,,,,,
8349,00:08.7,treatment,0,2,1,0,0,,,,,,
8350,00:08.7,control,0,0,1,0,0,,,,,,
8351,00:08.7,treatment,1,1,1,1,9.899336657,,,,,,
8352,00:08.7,control,0,0,0,0,0,,,,,,
8353,00:08.7,control,1,3,0,0,0,,,,,,
8354,00:08.7,control,1,10,0,0,0,,,,,,
8355,00:08.7,control,1,3,1,0,0,,,,,,
8356,00:08.7,control,1,4,0,0,0,,,,,,
8357,00:08.7,treatment,1,3,0,0,0,,,,,,
8358,00:08.7,treatment,1,2,1,0,0,,,,,,
8359,00:08.7,control,1,4,0,0,0,,,,,,
8360,00:08.7,treatment,1,5,0,0,0,,,,,,
8361,00:08.7,treatment,1,10,1,0,0,,,,,,
8362,00:08.7,control,1,3,1,0,0,,,,,,
8363,00:08.7,treatment,1,5,0,0,0,,,,,,
8364,00:08.7,treatment,0,0,0,0,0,,,,,,
8365,00:08.7,treatment,1,3,0,1,11.84035416,,,,,,
8366,00:08.7,treatment,0,0,0,0,0,,,,,,
8367,00:08.7,control,0,2,1,0,0,,,,,,
8368,00:08.7,treatment,1,2,0,0,0,,,,,,
8369,00:08.7,control,0,1,1,0,0,,,,,,
8370,00:08.7,control,1,5,1,0,0,,,,,,
8371,00:08.7,treatment,0,1,1,0,0,,,,,,
8372,00:08.7,control,0,2,0,0,0,,,,,,
8373,00:08.7,treatment,0,1,0,0,0,,,,,,
8374,00:08.7,control,1,7,0,0,0,,,,,,
8375,00:08.7,treatment,0,3,0,0,0,,,,,,
8376,00:08.7,treatment,0,0,0,0,0,,,,,,
8377,00:08.7,control,0,1,0,0,0,,,,,,
8378,00:08.7,treatment,0,0,0,0,0,,,,,,
8379,00:08.7,treatment,1,5,0,0,0,,,,,,
8380,00:08.7,treatment,1,2,1,1,11.82507608,,,,,,
8381,00:08.7,treatment,1,5,1,0,0,,,,,,
8382,00:08.7,control,1,6,1,0,0,,,,,,
8383,00:08.7,control,1,5,0,0,0,,,,,,
8384,00:08.7,control,1,3,0,0,0,,,,,,
8385,00:08.7,treatment,0,0,0,0,0,,,,,,
8386,00:08.7,control,1,6,1,1,8.897654481,,,,,,
8387,00:08.7,treatment,1,3,0,0,0,,,,,,
8388,00:08.7,treatment,1,2,0,0,0,,,,,,
8389,00:08.7,treatment,1,10,1,1,8.530916218,,,,,,
8390,00:08.7,control,0,0,0,0,0,,,,,,
8391,00:08.7,control,0,2,0,0,0,,,,,,
8392,00:08.7,control,1,6,0,0,0,,,,,,
8393,00:08.7,control,1,4,0,1,6.760477593,,,,,,
8394,00:08.7,treatment,0,1,0,0,0,,,,,,
8395,00:08.7,control,1,9,0,0,0,,,,,,
8396,00:08.7,control,1,8,1,0,0,,,,,,
8397,00:08.7,control,1,5,0,0,0,,,,,,
8398,00:08.7,control,1,3,1,0,0,,,,,,
8399,00:08.7,treatment,1,4,0,0,0,,,,,,
8400,00:08.7,control,0,1,1,0,0,,,,,,
8401,00:08.7,control,1,5,0,0,0,,,,,,
8402,00:08.7,control,0,3,0,0,0,,,,,,
8403,00:08.7,treatment,1,4,0,0,0,,,,,,
8404,00:08.7,control,0,4,1,1,12.24895162,,,,,,
8405,00:08.7,control,1,7,0,0,0,,,,,,
8406,00:08.7,control,1,4,0,0,0,,,,,,
8407,00:08.7,treatment,1,5,0,0,0,,,,,,
8408,00:08.7,treatment,0,2,0,0,0,,,,,,
8409,00:08.7,control,0,0,0,0,0,,,,,,
8410,00:08.7,control,0,0,0,0,0,,,,,,
8411,00:08.7,treatment,1,3,0,0,0,,,,,,
8412,00:08.7,treatment,0,3,0,0,0,,,,,,
8413,00:08.7,treatment,1,0,1,0,0,,,,,,
8414,00:08.7,treatment,0,0,0,0,0,,,,,,
8415,00:08.7,treatment,1,3,0,0,0,,,,,,
8416,00:08.7,control,0,0,1,0,0,,,,,,
8417,00:08.7,control,1,6,0,0,0,,,,,,
8418,00:08.7,control,0,2,0,0,0,,,,,,
8419,00:08.7,control,0,0,0,0,0,,,,,,
8420,00:08.7,treatment,1,5,0,0,0,,,,,,
8421,00:08.7,treatment,0,2,0,0,0,,,,,,
8422,00:08.7,treatment,0,1,0,0,0,,,,,,
8423,00:08.7,treatment,1,4,0,1,11.95911798,,,,,,
8424,00:08.7,treatment,1,5,1,0,0,,,,,,
8425,00:08.7,control,0,4,0,0,0,,,,,,
8426,00:08.7,control,0,0,0,0,0,,,,,,
8427,00:08.7,control,1,5,1,0,0,,,,,,
8428,00:08.7,control,1,9,0,0,0,,,,,,
8429,00:08.7,control,1,6,0,0,0,,,,,,
8430,00:08.7,treatment,1,9,0,0,0,,,,,,
8431,00:08.7,treatment,0,1,1,0,0,,,,,,
8432,00:08.7,treatment,0,1,0,0,0,,,,,,
8433,00:08.7,treatment,0,0,1,0,0,,,,,,
8434,00:08.7,treatment,0,0,0,0,0,,,,,,
8435,00:08.7,control,1,6,0,1,13.45426803,,,,,,
8436,00:08.7,control,1,6,0,1,9.200400539,,,,,,
8437,00:08.7,control,0,2,0,0,0,,,,,,
8438,00:08.7,treatment,0,1,1,0,0,,,,,,
8439,00:08.7,treatment,1,8,1,1,9.338323022,,,,,,
8440,00:08.7,treatment,0,2,1,0,0,,,,,,
8441,00:08.7,treatment,0,0,0,0,0,,,,,,
8442,00:08.7,control,1,3,0,0,0,,,,,,
8443,00:08.7,treatment,1,1,1,0,0,,,,,,
8444,00:08.7,control,0,0,0,0,0,,,,,,
8445,00:08.7,treatment,1,2,0,0,0,,,,,,
8446,00:08.7,control,1,5,1,0,0,,,,,,
8447,00:08.7,treatment,0,0,0,0,0,,,,,,
8448,00:08.7,treatment,0,1,1,1,9.808683304,,,,,,
8449,00:08.7,control,0,0,1,0,0,,,,,,
8450,00:08.7,control,1,4,0,0,0,,,,,,
8451,00:08.7,treatment,0,3,1,0,0,,,,,,
8452,00:08.7,control,0,2,0,0,0,,,,,,
8453,00:08.7,treatment,0,2,1,0,0,,,,,,
8454,00:08.7,treatment,0,0,0,0,0,,,,,,
8455,00:08.7,control,1,6,0,1,11.18601438,,,,,,
8456,00:08.7,treatment,0,1,0,0,0,,,,,,
8457,00:08.7,treatment,1,6,0,0,0,,,,,,
8458,00:08.7,control,1,5,1,0,0,,,,,,
8459,00:08.7,treatment,0,0,0,0,0,,,,,,
8460,00:08.7,treatment,0,2,1,0,0,,,,,,
8461,00:08.7,treatment,0,3,0,0,0,,,,,,
8462,00:08.7,treatment,0,0,0,0,0,,,,,,
8463,00:08.7,control,1,3,0,0,0,,,,,,
8464,00:08.7,control,1,7,0,0,0,,,,,,
8465,00:08.7,control,0,0,0,0,0,,,,,,
8466,00:08.7,treatment,1,4,0,0,0,,,,,,
